Nome,Qtd empresas,Estado,Codigo
Bom Jesus Do Galho,1,MG,310780
Sao Carlos Do Ivai,1,PR,412460
Balsamo,1,SP,350480
Joanopolis,1,SP,352550
Lapao,1,BA,291915
Euclides Da Cunha,1,BA,291070
Craibas,1,AL,270235
Aluminio,1,SP,350115
Mariano Moro,1,RS,431200
Andira,1,PR,410110
Nazario,1,GO,521440
Porciuncula,1,RJ,330410
Vargem Alegre,1,MG,317057
Conselheiro Pena,1,MG,311840
Aguas Belas,1,PE,260050
Montes Claros De Goias,1,GO,521370
Ares,1,RN,240120
Cruz Do Espirito Santo,1,PB,250490
Pedra Azul,1,MG,314870
Igarape,1,MG,313010
Sao Jorge D'Oeste,1,PR,412520
Caiaponia,1,GO,520440
Barao Do Monte Alto,1,MG,
Nazare Paulista,1,SP,353240
Rio Maria,1,PA,150616
Carutapera,1,MA,210290
Jequitai,1,MG,313560
Borda Da Mata,1,MG,310830
Pinheiros,1,ES,320410
Turmalina,1,MG,316970
Campos De Julio,1,MT,510268
Eugenopolis,1,MG,312490
Reboucas,1,PR,412150
Doutor Camargo,1,PR,410730
Presidente Medici,1,RO,110025
Cupira,1,PE,260500
Mariopolis,1,PR,411530
Barrocas,1,BA,290327
Coari,1,AM,130120
Matrincha,1,GO,521295
Monte Belo,1,MG,314300
Lagoa Do Tocantins,1,TO,171195
Arraial Do Cabo,1,RJ,330025
Ourizona,1,PR,411740
Centenario,1,RS,430511
Aracatu,1,BA,290200
Santa Cruz De Monte Castelo,1,PR,412330
Bombinhas,1,SC,420245
Sao Gabriel Da Cachoeira,1,AM,130380
Bom Conselho,1,PE,260210
Nova Santa Rosa,1,PR,411722
Rio Preto Da Eva,1,AM,130356
Itueta,1,MG,313410
Leopolis,1,PR,411340
Quinze De Novembro,1,RS,431535
Monte Carlo,1,SC,421105
Colorado Do Oeste,1,RO,110006
Campo Alegre,1,AL,270140
Fontoura Xavier,1,RS,430830
Sao Lourenco Da Mata,1,PE,261370
Sao Francisco De Sales,1,MG,316130
Salesopolis,1,SP,354500
Imbituva,1,PR,411010
Sao Jose Da Boa Vista,1,PR,412540
Cocal,1,PI,220270
Faina,1,GO,520753
Rio Verde De Mato Grosso,1,MS,500740
Mancio Lima,1,AC,120033
Inacio Martins,1,PR,411020
Populina,1,SP,354040
Rochedo,1,MS,500750
Perdoes,1,MG,314990
Sao Felix Do Araguaia,1,MT,510785
Lima Duarte,1,MG,313860
Urucuca,1,BA,293270
Porto Amazonas,1,PR,412010
Palmares Do Sul,1,RS,431365
Sao Felipe D'Oeste,1,RO,110148
Tefe,1,AM,130420
Ouro,1,SC,421180
Itaguacu,1,ES,320270
Sao Joao Do Paraiso,1,MG,316270
Igreja Nova,1,AL,270320
Cruzmaltina,1,PR,410685
Josenopolis,1,MG,313657
Paraisopolis,1,MG,314730
Campo Limpo De Goias,1,GO,520485
Rodeio,1,SC,421510
Guarinos,1,GO,520945
Mallet,1,PR,411390
Pompeu,1,MG,315200
Rondon Do Para,1,PA,150618
Itaguara,1,MG,313220
Vere,1,PR,412860
Sao Miguel Arcanjo,1,SP,355020
Rodeio Bonito,1,RS,431590
Sao Sebastiao Da Boa Vista,1,PA,150770
Nazaria,1,PI,220672
Rio Das Flores,1,RJ,330450
Sao Jose De Mipibu,1,RN,241220
Chaval,1,CE,230390
Urupema,1,SC,421895
Guamare,1,RN,240450
Balsa Nova,1,PR,410230
Restinga,1,SP,354270
Coelho Neto,1,MA,210340
Victor Graeff,1,RS,432320
Sao Valentim,1,RS,431970
Barreiros,1,PE,260140
Dois Irmaos Do Buriti,1,MS,500348
Ibiara,1,PB,250660
Ibiraiaras,1,RS,430990
Agronomica,1,SC,420030
Campinacu,1,GO,520465
Itapirapua,1,GO,521100
Castanheira,1,MT,510285
Pareci Novo,1,RS,431403
Saudade Do Iguacu,1,PR,412627
Caiabu,1,SP,350890
Tanhacu,1,BA,293100
Touros,1,RN,241440
Pontal Do Parana,1,PR,411995
Vicosa Do Ceara,1,CE,231410
Entre Rios Do Oeste,1,PR,410753
Esplanada,1,BA,291060
Itariri,1,SP,352330
Nortelandia,1,MT,510600
Joviania,1,GO,521210
Hidrolina,1,GO,520980
Ibotirama,1,BA,291320
Novo Planalto,1,GO,521525
Coqueiral,1,MG,311870
Moema,1,MG,314240
Poco Das Antas,1,RS,431475
Casimiro De Abreu,1,RJ,330130
Alvorada Do Sul,1,PR,410080
Maua Da Serra,1,PR,411575
Sandovalina,1,SP,354550
Murici Dos Portelas,1,PI,220669
Sao Gabriel,1,BA,292925
Baixa Grande,1,BA,290260
Quilombo,1,SC,421420
Salto Do Lontra,1,PR,412300
Santopolis Do Aguapei,1,SP,354840
Luzerna,1,SC,421003
Itaiopolis,1,SC,420810
Candoi,1,PR,410442
Vale Do Anari,1,RO,110175
Padre Carvalho,1,MG,314625
Jequeri,1,MG,313550
Balneario Gaivota,1,SC,420207
Jaboticaba,1,RS,431085
Carmopolis,1,SE,280150
Uniao Do Oeste,1,SC,421885
Rosario Do Catete,1,SE,280610
Getulina,1,SP,351700
Mata Verde,1,MG,314055
Passo De Camaragibe,1,AL,270650
Pacajus,1,CE,230960
Ouro Verde De Goias,1,GO,521540
Itapua Do Oeste,1,RO,110110
Divinopolis De Goias,1,GO,520830
Cerqueira Cesar,1,SP,351140
Barrolandia,1,TO,170310
Tres Coroas,1,RS,432170
Itinga,1,MG,313400
Perobal,1,PR,411885
Alambari,1,SP,350075
Sao Sebastiao Da Grama,1,SP,355080
Bernardino De Campos,1,SP,350630
Lagoa Dourada,1,MG,313740
Jeronimo Monteiro,1,ES,320310
Abadiania,1,GO,520010
Jauru,1,MT,510500
Panama,1,GO,521600
Capivari De Baixo,1,SC,420395
Taua,1,CE,231330
Engenheiro Beltrao,1,PR,410750
Cristal,1,RS,430605
Raposos,1,MG,315390
Ribeirao Cascalheira,1,MT,510718
Canitar,1,SP,351015
Barro,1,CE,230200
Sao Miguel Do Anta,1,MG,316380
Portelandia,1,GO,521810
Renascenca,1,PR,412160
Itaruma,1,GO,521130
Agua Fria,1,BA,290040
Marmeleiro,1,PR,411540
Figueiropolis D'Oeste,1,MT,510380
Inconfidentes,1,MG,313060
Lindoia,1,SP,352700
Passa Quatro,1,MG,314760
Sao Goncalo Dos Campos,1,BA,292930
Lavandeira,1,TO,171215
Terra Rica,1,PR,412730
Terra Nova Do Norte,1,MT,510805
Euclides Da Cunha Paulista,1,SP,351535
Paulo Frontin,1,PR,411870
Sao Felix Do Coribe,1,BA,292905
Coroata,1,MA,210360
Monte Carmelo,1,MG,314310
Ernestina,1,RS,430705
Carapebus,1,RJ,330093
Uniao,1,PI,221110
Ribeirao Do Pinhal,1,PR,412190
Benedito Novo,1,SC,420220
Lagoa Do Itaenga,1,PE,
Tome-Acu,1,PA,150800
Minduri,1,MG,314190
Sao Jorge Do Patrocinio,1,PR,412535
Maracana,1,PA,150430
Quixere,1,CE,231150
Ocara,1,CE,230945
Lagoa D'Anta,1,RN,240620
Piranhas,1,GO,521720
Tombos,1,MG,316920
Manoel Urbano,1,AC,120034
Guiratinga,1,MT,510420
Guaraciaba,1,SC,420640
Guaraita,1,GO,520929
Coronel Martins,1,SC,420445
Novo Barreiro,1,RS,431349
Sao Miguel Dos Campos,1,AL,270860
Tuparendi,1,RS,432230
Vespasiano Correa,1,RS,432285
Rolador,1,RS,431595
Fronteira,1,MG,312700
Caete,1,MG,311000
Prudente De Morais,1,MG,315360
Piquerobi,1,SP,353830
Floreal,1,SP,351590
Vila Maria,1,RS,432340
Sitio Novo Do Tocantins,1,TO,172080
Triunfo,1,RS,432200
Torixoreu,1,MT,510820
Paranaita,1,MT,510629
Pantano Grande,1,RS,431395
Sao Joao Da Varjota,1,PI,220995
Vitoria Brasil,1,SP,355695
Penaforte,1,CE,231060
Colina,1,SP,351200
Candiota,1,RS,430435
Coimbra,1,MG,311670
Corinto,1,MG,311910
Mirai,1,MG,314220
Alcinopolis,1,MS,500025
Santa Efigenia De Minas,1,MG,315750
Boa Vista Das Missoes,1,RS,430215
Guaracai,1,SP,351780
Girau Do Ponciano,1,AL,270290
Campo Alegre De Goias,1,GO,520480
Severinia,1,SP,355190
Governador Mangabeira,1,BA,291160
Alto Longa,1,PI,220030
Sao Caitano,1,PE,261310
Canto Do Buriti,1,PI,220230
Tabapora,1,MT,510794
Matipo,1,MG,314090
Bodoco,1,PE,260200
Jaraguari,1,MS,500490
Mae Do Rio,1,PA,150405
Pouso Redondo,1,SC,421370
Santana Do Araguaia,1,PA,150670
Marcolandia,1,PI,220595
Carmo De Minas,1,MG,311410
Varzea Alegre,1,CE,231400
Amarante,1,PI,220050
Breves,1,PA,150180
Chupinguaia,1,RO,110092
Quixeramobim,1,CE,231140
Carlos Gomes,1,RS,430485
Antonio Dias,1,MG,310300
Montividiu,1,GO,521375
Anhembi,1,SP,350230
Araquari,1,SC,420130
Paragominas,1,PA,150550
Brejolandia,1,BA,290440
Cardoso Moreira,1,RJ,330115
Itaoca,1,SP,352215
Ubata,1,BA,293230
Remanso,1,BA,292600
Meruoca,1,CE,230820
Cuparaque,1,MG,312083
Senhora De Oliveira,1,MG,316600
Borrazopolis,1,PR,410330
Afonso Claudio,1,ES,320010
Itaguacu Da Bahia,1,BA,291535
Embauba,1,SP,351495
Santa Quiteria,1,CE,231220
Buriti Dos Lopes,1,PI,220200
Biritinga,1,BA,290360
Sales,1,SP,354480
Treze De Maio,1,SC,421840
Comendador Levy Gasparian,1,RJ,330095
Bom Sucesso Do Sul,1,PR,410322
Presidente Figueiredo,1,AM,130353
Arroio Do Tigre,1,RS,430120
Uirapuru,1,GO,522157
Itiuba,1,BA,291700
Sabaudia,1,PR,412270
Santa Rita De Ibitipoca,1,MG,315940
Patrocinio Paulista,1,SP,353630
Ipigua,1,SP,352115
Pianco,1,PB,251130
Lajinha,1,MG,313770
Gongogi,1,BA,291150
Lajeado Do Bugre,1,RS,431142
Tejupa,1,SP,355420
Coribe,1,BA,290910
Retirolandia,1,BA,292610
Nova Palma,1,RS,431310
Braco Do Trombudo,1,SC,420285
Lagoa Seca,1,PB,250830
Pranchita,1,PR,412035
Araguacu,1,TO,170200
Brasnorte,1,MT,510190
Sao Joao Da Lagoa,1,MG,316225
Eldorado,1,MS,500375
Atalaia,1,AL,270040
Jaiba,1,MG,313505
Ibiapina,1,CE,230530
Aimores,1,MG,310110
Sao Miguel Do Araguaia,1,GO,522020
Santa Izabel Do Oeste,1,PR,412380
Sao Joao Da Urtiga,1,RS,431842
Tres Pontas,1,MG,316940
Cassia,1,MG,311510
Rio Novo,1,MG,315540
Rio Do Antonio,1,BA,292680
Una,1,BA,293250
Santa Cruz,1,RN,241120
Poxoreu,1,MT,
Alfredo Chaves,1,ES,320030
Barbosa Ferraz,1,PR,410250
Paranapoema,1,PR,411830
Lagoa Grande,1,PE,260875
Teofilandia,1,BA,293150
Mendonca,1,SP,352950
Tavares,1,RS,432135
Santa Isabel Do Para,1,PA,
Propria,1,SE,280570
Estacao,1,RS,430755
Felixlandia,1,MG,312570
Ubirajara,1,SP,355550
Alvorada D'Oeste,1,RO,110034
Capao Do Cipo,1,RS,430465
Mucajai,1,RR,140030
Sao Joao Evangelista,1,MG,316280
Tamarana,1,PR,412667
Sao Goncalo Do Sapucai,1,MG,316200
Cajobi,1,SP,350930
Pocone,1,MT,510650
Aral Moreira,1,MS,500124
Porto Barreiro,1,PR,412015
Tupanatinga,1,PE,261580
Pirauba,1,MG,315130
Torrinha,1,SP,355470
Jaguaruna,1,SC,420880
Ruy Barbosa,1,BA,292720
Laranjal,1,MG,313800
Nova Candelaria,1,RS,431301
Tupanci Do Sul,1,RS,432218
Ipaba,1,MG,313115
Balneario Arroio Do Silva,1,SC,420195
Barro Alto,1,GO,520320
Rio Pardo,1,RS,431570
Campinorte,1,GO,520470
Primeiro De Maio,1,PR,412050
Forquilha,1,CE,230435
Macedonia,1,SP,352820
Rifaina,1,SP,354360
Suzanapolis,1,SP,355255
Felisburgo,1,MG,312560
Buritizeiro,1,MG,310940
Parelhas,1,RN,240890
Alpercata,1,MG,310180
Carmo Do Cajuru,1,MG,311420
Ipanema,1,MG,313120
Irineopolis,1,SC,420790
Itinga Do Maranhao,1,MA,210542
Guapirama,1,PR,410900
Pocao,1,PE,261120
Araguatins,1,TO,170220
Nova Brescia,1,RS,431300
Juruaia,1,MG,313690
Engenheiro Caldas,1,MG,312370
Iapu,1,MG,312930
Perdigao,1,MG,314970
Boa Vista Da Aparecida,1,PR,410305
Segredo,1,RS,432026
Tapira,1,PR,412690
Sao Joao Do Ivai,1,PR,412500
Alto Parana,1,PR,410060
Congonhal,1,MG,311790
Lupionopolis,1,PR,411380
Acaiaca,1,MG,310040
Taiuva,1,SP,355320
Sinimbu,1,RS,432067
Maripa,1,PR,411535
Petrolina De Goias,1,GO,521680
Seritinga,1,MG,316640
Taquaral De Goias,1,GO,522100
Mostardas,1,RS,431250
Arroio Do Meio,1,RS,430100
Ararenda,1,CE,230125
Pracinha,1,SP,354085
Rondinha,1,RS,431620
Tacuru,1,MS,500795
Laurentino,1,SC,420950
Sao Francisco Do Gloria,1,MG,316140
Guaicara,1,SP,351720
Redentora,1,RS,431540
Paraiso Das Aguas,1,MS,
Alto Paraiso De Goias,1,GO,520060
Pinheiro,1,MA,210860
Abadia Dos Dourados,1,MG,310010
Autazes,1,AM,130030
Pancas,1,ES,320400
Coaraci,1,BA,290800
Antonio Prado,1,RS,430080
Tocantins,1,MG,316900
Porto Acre,1,AC,120080
Pequi,1,MG,314960
Nova Vicosa,1,BA,292300
Ibiai,1,MG,312960
Sao Miguel Dos Milagres,1,AL,270870
Alto Araguaia,1,MT,510030
Santa Barbara Do Leste,1,MG,315725
Orobo,1,PE,260970
Piquete,1,SP,353850
Corrego Fundo,1,MG,311995
Palmeira D'Oeste,1,SP,353520
Dores De Campos,1,MG,312300
Ariranha,1,SP,350370
Penha,1,SC,421250
Sud Mennucci,1,SP,355230
Pedranopolis,1,SP,353690
Aracuai,1,MG,310340
Olimpio Noronha,1,MG,314550
Santa Cruz Cabralia,1,BA,292770
Irara,1,BA,291450
Porto Do Mangue,1,RN,241025
Brasilandia De Minas,1,MG,310855
Ipueiras,1,CE,230590
Sao Jose Da Coroa Grande,1,PE,261340
Miradouro,1,MG,314210
Major Vieira,1,SC,421030
Sao Sebastiao Da Amoreira,1,PR,412600
Firminopolis,1,GO,520780
Mangaratiba,1,RJ,330260
Guaranta,1,SP,351810
Monteiro,1,PB,250970
Iconha,1,ES,320260
Passos Maia,1,SC,421227
Atilio Vivacqua,1,ES,320070
Santo Expedito,1,SP,354830
Bom Jesus Do Oeste,1,SC,420257
Rafard,1,SP,354210
Moreira Sales,1,PR,411610
Batalha,1,AL,270070
Pinhal Grande,1,RS,431447
Lambari,1,MG,313780
Rio Largo,1,AL,270770
Sapeacu,1,BA,292960
Wenceslau Braz,1,PR,412850
Apui,1,AM,130014
Alto Horizonte,1,GO,520055
Tijucas,1,SC,421800
Ibiracu,1,ES,320250
Benjamin Constant,1,AM,130060
Combinado,1,TO,170555
Serranopolis,1,GO,522050
Governador Lindenberg,1,ES,320225
Fervedouro,1,MG,312595
Platina,1,SP,353970
Jordania,1,MG,313650
Alto Rio Doce,1,MG,310210
Pongai,1,SP,354010
Gameleira De Goias,1,GO,520815
Bocaiuva Do Sul,1,PR,410310
Antonio Joao,1,MS,500090
Pinto Bandeira,1,RS,
Esperanca,1,PB,250600
Denise,1,MT,510345
Tucuma,1,PA,150808
Conceicao De Ipanema,1,MG,311740
Guamiranga,1,PR,410895
Tocantinopolis,1,TO,172120
Ze Doca,1,MA,211400
Aspasia,1,SP,350395
Jardim Alegre,1,PR,411250
Jaguarao,1,RS,431100
Nova Europa,1,SP,353290
Chavantes,1,SP,355720
Serra Alta,1,SC,421755
Agudo,1,RS,430010
Santa Vitoria Do Palmar,1,RS,431730
Santa Rosa Do Sul,1,SC,421565
Divinesia,1,MG,312190
Santana Da Ponte Pensa,1,SP,354720
Barra Do Ribeiro,1,RS,430190
Rodrigues Alves,1,AC,120042
Buri,1,SP,350800
Tijucas Do Sul,1,PR,412760
Machados,1,PE,260910
Itaueira,1,PI,220510
Itajuipe,1,BA,291550
Palmeiras Do Tocantins,1,TO,171380
Corupa,1,SC,420450
Ubajara,1,CE,231360
Uru,1,SP,355590
Gravatal,1,SC,420620
Presidente Castelo Branco,1,PR,412040
Sebastiao Laranjeiras,1,BA,293000
Belem De Sao Francisco,1,PE,260160
Tarumirim,1,MG,316840
Itirapina,1,SP,352360
Joao Ramalho,1,SP,352560
Taguai,1,SP,355300
Arraias,1,TO,170240
Dom Pedro,1,MA,210380
Ibarama,1,RS,430975
Cedro,1,CE,230380
Sao Cristovao,1,SE,280670
Boqueirao Do Leao,1,RS,430245
Dianopolis,1,TO,170700
Salinopolis,1,PA,150620
Tupassi,1,PR,412795
Mineiros Do Tiete,1,SP,352980
Porto Dos Gauchos,1,MT,510680
Campo Novo De Rondonia,1,RO,110070
Moreno,1,PE,260940
Jaqueira,1,PE,260795
Sao Bento Do Una,1,PE,261300
Igaratinga,1,MG,313020
Ivate,1,PR,411155
Capitao Poco,1,PA,150230
Sitio Do Quinto,1,BA,293076
Novo Tiradentes,1,RS,431344
Confins,1,MG,311787
Poco Verde,1,SE,280550
Candeias Do Jamari,1,RO,110080
Teotonio Vilela,1,AL,270915
Sao Cristovao Do Sul,1,SC,421605
Nova Mamore,1,RO,110033
Pilar,1,AL,270690
Santo Antonio Do Grama,1,MG,316010
Maruim,1,SE,280400
Toritama,1,PE,261540
Pinhalao,1,PR,411920
Taquarana,1,AL,270910
Alto Taquari,1,MT,510060
Ibitirama,1,ES,320255
Paranapanema,1,SP,353580
Potiragua,1,BA,292540
Iguaba Grande,1,RJ,330187
Mutum,1,MG,314400
Timbe Do Sul,1,SC,421810
Campina Da Lagoa,1,PR,410390
Amorinopolis,1,GO,520090
Pe De Serra,1,BA,292405
Presidente Tancredo Neves,1,BA,292575
Itaperucu,1,PR,411125
Ibicarai,1,BA,291210
Zortea,1,SC,421985
Matias Barbosa,1,MG,314080
Canelinha,1,SC,420370
Luzilandia,1,PI,220580
Demerval Lobao,1,PI,220330
Indiara,1,GO,520995
Banzae,1,BA,290265
Iguape,1,SP,352030
Vila Pavao,1,ES,320515
Rio Das Pedras,1,SP,354400
Itagimirim,1,BA,291530
Luiziania,1,SP,352770
Paraiso,1,SP,353570
Perola,1,PR,411890
Cacule,1,BA,290500
Piata,1,BA,292430
Iranduba,1,AM,130185
Itarare,1,SP,352320
Candido Sales,1,BA,290670
Pacatuba,1,CE,230970
Santa Mariana,1,PR,412390
Rio Real,1,BA,292700
Novo Oriente,1,CE,230940
Sao Sebastiao Do Rio Verde,1,MG,316490
Brasilia De Minas,1,MG,310860
Nova Prata Do Iguacu,1,PR,411725
Indiapora,1,SP,352070
Divinopolis Do Tocantins,1,TO,170710
Xangri-La,1,RS,432380
Turiuba,1,SP,355520
Vargem,1,SP,355635
Miracema,1,RJ,330300
Guaimbe,1,SP,351730
Laranjal Do Jari,1,AP,160027
